<Date>,<Close>,<Target>,<DayOfWeek>,<DayOfMonth>,<IsWeekend>,<IsStartOfWeek>,<PWA>,<PMA>
2013-04-08,1020,1020,0,8,0,1,1039.00,1018.67
2013-04-09,1020,1019,1,9,0,0,1036.14,1019.13
2013-04-10,1019,1008,2,10,0,0,1033.57,1019.70
2013-04-13,1008,1008,5,13,1,0,1030.86,1020.23
2013-04-15,1008,1009,0,15,0,1,1027.00,1020.17
2013-04-16,1009,1003,1,16,0,0,1020.57,1020.10
2013-04-17,1003,1008,2,17,0,0,1014.86,1020.07
2013-04-20,1008,1019,5,20,1,0,1012.43,1020.03
2013-04-21,1019,1014,6,21,1,0,1010.71,1020.20
2013-04-22,1014,1009,0,22,0,1,1010.57,1020.20
2013-04-23,1009,1010,1,23,0,0,1009.86,1020.17
2013-04-24,1010,1005,2,24,0,0,1010.00,1020.43
2013-04-27,1005,1005,5,27,1,0,1010.29,1019.43
2013-04-28,1005,1010,6,28,1,0,1009.71,1017.57
2013-04-29,1010,1016,0,29,0,1,1010.00,1017.47
2013-04-30,1016,1017,1,30,0,0,1010.29,1017.80
2013-05-01,1017,1016,2,1,0,0,1009.86,1018.33
2013-05-04,1016,1015,5,4,1,0,1010.29,1018.90
2013-05-05,1015,1013,6,5,1,0,1011.29,1019.43
2013-05-06,1013,1007,0,6,0,1,1012.00,1019.40
2013-05-07,1007,1007,1,7,0,0,1013.14,1019.83
2013-05-08,1007,1016,2,8,0,0,1013.43,1019.80
2013-05-11,1016,1030,5,11,1,0,1013.00,1019.03
2013-05-12,1030,1019,6,12,1,0,1013.00,1018.23
2013-05-13,1019,1003,0,13,0,1,1014.86,1017.90
2013-05-14,1003,1010,1,14,0,0,1015.29,1017.27
2013-05-15,1010,1017,2,15,0,0,1013.57,1016.10
2013-05-18,1017,1010,5,18,1,0,1013.14,1015.27
2013-05-19,1010,1010,6,19,1,0,1014.57,1014.07
2013-05-20,1010,1010,0,20,0,1,1015.00,1012.77
2013-05-21,1010,1009,1,21,0,0,1014.14,1012.43
2013-05-22,1009,1020,2,22,0,0,1011.29,1012.10
2013-05-25,1020,1042,5,25,1,0,1009.86,1011.73
2013-05-26,1042,1055,6,26,1,0,1012.29,1011.77
2013-05-27,1055,1069,0,27,0,1,1016.86,1012.90
2013-05-28,1069,1097,1,28,0,0,1022.29,1014.47
2013-05-29,1097,1138,2,29,0,0,1030.71,1016.47
2013-06-01,1138,1183,5,1,1,0,1043.14,1019.60
2013-06-02,1183,1218,6,2,1,0,1061.43,1023.93
2013-06-03,1218,1218,0,3,0,1,1086.29,1029.40
2013-06-08,1218,1210,5,8,1,0,1114.57,1036.20
2013-06-09,1210,1207,6,9,1,0,1139.71,1043.17
2013-06-10,1207,1206,0,10,0,1,1161.86,1049.83
2013-06-11,1206,1220,1,11,0,0,1181.57,1056.57
2013-06-12,1220,1250,2,12,0,0,1197.14,1063.27
2013-06-15,1250,1281,5,15,1,0,1208.86,1070.27
2013-06-16,1281,1303,6,16,1,0,1218.43,1078.07
2013-06-17,1303,1331,0,17,0,1,1227.43,1086.87
2013-06-18,1331,1361,1,18,0,0,1239.57,1096.43
2013-06-19,1361,1395,2,19,0,0,1256.86,1106.97
2013-06-22,1395,1450,5,22,1,0,1278.86,1118.57
2013-06-23,1450,1401,6,23,1,0,1305.86,1131.50
2013-06-25,1401,1364,1,25,0,0,1338.71,1146.27
2013-06-26,1364,1469,2,26,0,0,1360.29,1159.10
2013-06-29,1469,1514,5,29,1,0,1372.14,1170.23
2013-06-30,1514,1574,6,30,1,0,1395.86,1185.23
2013-07-01,1574,1550,0,1,0,1,1422.00,1202.27
2013-07-02,1550,1566,1,2,0,0,1452.43,1221.07
2013-07-03,1566,1548,2,3,0,0,1474.57,1238.83
2013-07-06,1548,1500,5,6,1,0,1491.14,1257.37
2013-07-07,1500,1496,6,7,1,0,1512.14,1275.30
2013-07-08,1496,1469,0,8,0,1,1531.57,1291.63
2013-07-09,1469,1495,1,9,0,0,1535.43,1307.87
2013-07-10,1495,1552,2,10,0,0,1529.00,1322.83
2013-07-13,1552,1610,5,13,1,0,1517.71,1337.93
2013-07-14,1610,1635,6,14,1,0,1518.00,1354.50
2013-07-15,1635,1679,0,15,0,1,1524.29,1372.53
2013-07-16,1679,1476,1,16,0,0,1536.71,1390.47
2013-07-21,1476,1512,6,21,1,0,1562.29,1408.50
2013-07-22,1512,1570,0,22,0,1,1559.43,1418.27
2013-07-23,1570,1629,1,23,0,0,1565.57,1428.07
2013-07-24,1629,1694,2,24,0,0,1576.29,1439.80
2013-07-27,1694,1670,5,27,1,0,1587.29,1453.77
2013-07-28,1670,1705,6,28,1,0,1599.29,1470.00
2013-07-29,1705,1771,0,29,0,1,1604.29,1485.47
2013-07-31,1771,1841,2,31,0,0,1608.00,1501.63
2013-08-03,1841,1912,5,3,1,0,1650.14,1519.00
2013-08-04,1912,1969,6,4,1,0,1697.14,1537.67
2013-08-05,1969,2030,0,5,0,1,1746.00,1557.97
2013-08-06,2030,2081,1,6,0,0,1794.57,1579.23
2013-08-07,2081,2162,2,7,0,0,1842.57,1601.53
2013-08-11,2162,2228,6,11,1,0,1901.29,1624.40
2013-08-12,2228,2281,0,12,0,1,1966.57,1648.13
2013-08-13,2281,2234,1,13,0,0,2031.86,1675.70
2013-08-14,2234,2250,2,14,0,0,2094.71,1706.27
2013-08-17,2250,2137,5,17,1,0,2140.71,1731.77
2013-08-18,2137,2176,6,18,1,0,2180.86,1756.30
2013-08-19,2176,2147,0,19,0,1,2196.14,1775.07
2013-08-20,2147,2099,1,20,0,0,2209.71,1795.93
2013-08-21,2099,2116,2,21,0,0,2207.57,1815.30
2013-08-24,2116,2150,5,24,1,0,2189.14,1833.67
2013-08-25,2150,2147,6,25,1,0,2165.57,1854.20
2013-08-26,2147,2059,0,26,0,1,2153.57,1876.00
2013-08-27,2059,1900,1,27,0,0,2138.86,1898.60
2013-08-28,1900,1900,2,28,0,0,2127.71,1917.40
2013-08-31,1900,1910,5,31,1,0,2088.29,1929.00
2013-09-01,1910,1868,6,1,1,0,2053.00,1938.67
2013-09-03,1868,1729,1,3,0,0,2026.00,1947.83
2013-09-04,1729,1725,2,4,0,0,1990.57,1954.13
2013-09-07,1725,1789,5,7,1,0,1930.43,1962.57
2013-09-08,1789,1755,6,8,1,0,1870.14,1969.67
2013-09-09,1755,1798,0,9,0,1,1831.57,1976.97
2013-09-10,1798,1849,1,10,0,0,1810.86,1981.17
2013-09-11,1849,1853,2,11,0,0,1796.29,1984.63
2013-09-14,1853,1924,5,14,1,0,1787.57,1990.60
2013-09-15,1924,2000,6,15,1,0,1785.43,1995.53
2013-09-16,2000,2080,0,16,0,1,1813.29,2000.63
2013-09-17,2080,2163,1,17,0,0,1852.57,2005.93
2013-09-18,2163,2249,2,18,0,0,1894.14,2011.53
2013-09-21,2249,2332,5,21,1,0,1952.43,2018.00
2013-09-22,2332,2383,6,22,1,0,2016.86,2025.30
2013-09-23,2383,2439,0,23,0,1,2085.86,2033.67
2013-09-24,2439,2360,1,24,0,0,2161.57,2041.03
2013-09-25,2360,2412,2,25,0,0,2235.14,2048.07
2013-09-28,2412,2445,5,28,1,0,2286.57,2050.70
2013-09-29,2445,2350,6,29,1,0,2334.00,2056.63
2013-09-30,2350,2377,0,30,0,1,2374.29,2063.13
2013-10-01,2377,2445,1,1,0,0,2388.71,2070.23
2013-10-02,2445,2399,2,2,0,0,2395.14,2076.93
2013-10-05,2399,2370,5,5,1,0,2404.00,2086.87
2013-10-06,2370,2344,6,6,1,0,2398.29,2096.87
2013-10-07,2344,2300,0,7,0,1,2399.71,2105.33
2013-10-08,2300,1050,1,8,0,0,2390.00,2111.80
2013-10-27,1050,1064,6,27,1,0,2369.29,2116.90
2013-10-28,1064,1092,0,28,0,1,2183.57,2083.27
2013-10-29,1092,1135,1,29,0,0,1996.00,2055.40
2013-10-30,1135,1178,2,30,0,0,1802.71,2028.47
2013-11-02,1178,1193,5,2,1,0,1622.14,2002.63
2013-11-03,1193,1181,6,3,1,0,1451.86,1979.63
2013-11-04,1181,1177,0,4,0,1,1287.43,1961.77
2013-11-05,1177,1190,1,5,0,0,1127.57,1943.63
2013-11-06,1190,1194,2,6,0,0,1145.71,1923.23
2013-11-09,1194,1223,5,9,1,0,1163.71,1904.40
2013-11-10,1223,1220,6,10,1,0,1178.29,1884.27
2013-11-11,1220,1158,0,11,0,1,1190.86,1863.40
2013-11-12,1158,1164,1,12,0,0,1196.86,1842.30
2013-11-16,1164,1149,5,16,1,0,1191.86,1816.77
2013-11-17,1149,1150,6,17,1,0,1189.43,1788.90
2013-11-18,1150,1165,0,18,0,1,1185.43,1757.87
2013-11-19,1165,1173,1,19,0,0,1179.71,1724.10
2013-11-20,1173,1197,2,20,0,0,1175.57,1687.97
2013-11-23,1197,1242,5,23,1,0,1168.43,1649.33
2013-11-24,1242,1291,6,24,1,0,1165.14,1609.80
2013-11-25,1291,1279,0,25,0,1,1177.14,1569.90
2013-11-26,1279,1289,1,26,0,0,1195.29,1534.27
2013-11-27,1289,1278,2,27,0,0,1213.86,1496.50
2013-11-30,1278,1220,5,30,1,0,1233.71,1457.97
2013-12-01,1220,1215,6,1,1,0,1249.86,1422.23
2013-12-02,1215,1210,0,2,0,1,1256.57,1383.67
2013-12-03,1210,1180,1,3,0,0,1259.14,1342.67
2013-12-04,1180,1185,2,4,0,0,1254.57,1303.03
2013-12-07,1185,1191,5,7,1,0,1238.71,1263.37
2013-12-08,1191,1166,6,8,1,0,1225.29,1224.73
2013-12-09,1166,1170,0,9,0,1,1211.29,1187.77
2013-12-10,1170,1160,1,10,0,0,1195.29,1191.63
2013-12-11,1160,1137,2,11,0,0,1188.14,1195.17
2013-12-14,1137,1160,5,14,1,0,1180.29,1197.43
2013-12-15,1160,1149,6,15,1,0,1169.86,1197.50
2013-12-16,1149,1140,0,16,0,1,1167.00,1196.90
2013-12-17,1140,1132,1,17,0,0,1161.86,1195.43
2013-12-18,1132,1164,2,18,0,0,1154.57,1194.07
2013-12-21,1164,1169,5,21,1,0,1149.71,1192.57
2013-12-22,1169,1201,6,22,1,0,1148.86,1191.70
2013-12-24,1201,1180,1,24,0,0,1150.14,1190.87
2013-12-25,1180,1168,2,25,0,0,1159.29,1190.13
2013-12-28,1168,1150,5,28,1,0,1162.14,1188.80
2013-12-29,1150,1140,6,29,1,0,1164.86,1189.13
2013-12-30,1140,1157,0,30,0,1,1166.29,1188.67
2014-01-01,1157,1145,2,1,0,0,1167.43,1188.37
2014-01-04,1145,1144,5,4,1,0,1166.43,1188.60
2014-01-05,1144,1140,6,5,1,0,1163.00,1187.93
2014-01-06,1140,1130,0,6,0,1,1154.86,1186.97
2014-01-07,1130,1129,1,7,0,0,1149.14,1185.07
2014-01-08,1129,1161,2,8,0,0,1143.71,1181.33
2014-01-13,1161,1190,0,13,0,1,1140.71,1175.93
2014-01-14,1190,1160,1,14,0,0,1143.71,1172.00
2014-01-15,1160,1147,2,15,0,0,1148.43,1168.70
2014-01-18,1147,1133,5,18,1,0,1150.57,1164.77
2014-01-20,1133,1149,0,20,0,1,1151.00,1162.33
2014-01-21,1149,1135,1,21,0,0,1150.00,1159.60
2014-01-22,1135,1127,2,22,0,0,1152.71,1157.57
2014-01-25,1127,1120,5,25,1,0,1153.57,1156.07
2014-01-26,1120,1075,6,26,1,0,1148.71,1154.13
2014-01-27,1075,1090,0,27,0,1,1138.71,1151.77
2014-01-28,1090,1129,1,28,0,0,1126.57,1148.73
2014-01-29,1129,1140,2,29,0,0,1118.43,1146.07
2014-02-01,1140,1116,5,1,1,0,1117.86,1145.03
2014-02-02,1116,1099,6,2,1,0,1116.57,1145.13
2014-02-03,1099,1093,0,3,0,1,1113.86,1143.67
2014-02-04,1093,1070,1,4,0,0,1109.86,1142.00
2014-02-05,1070,1043,2,5,0,0,1106.00,1140.43
2014-02-08,1043,1049,5,8,1,0,1105.29,1138.37
2014-02-09,1049,1060,6,9,1,0,1098.57,1134.33
2014-02-10,1060,1020,0,10,0,1,1087.14,1130.33
2014-02-12,1020,1038,2,12,0,0,1075.71,1125.63
2014-02-15,1038,1066,5,15,1,0,1062.00,1120.30
2014-02-16,1066,1101,6,16,1,0,1053.29,1115.97
2014-02-17,1101,1094,0,17,0,1,1049.43,1113.17
2014-02-18,1094,1100,1,18,0,0,1053.86,1111.87
2014-02-19,1100,1119,2,19,0,0,1061.14,1109.77
2014-02-22,1119,1105,5,22,1,0,1068.43,1108.27
2014-02-23,1105,1069,6,23,1,0,1076.86,1107.43
2014-02-24,1069,1044,0,24,0,1,1089.00,1106.27
2014-02-25,1044,1065,1,25,0,0,1093.43,1104.23
2014-02-26,1065,1071,2,26,0,0,1090.29,1101.40
2014-03-01,1071,1060,5,1,1,0,1085.14,1098.20
2014-03-02,1060,1036,6,2,1,0,1081.86,1094.23
2014-03-03,1036,1051,0,3,0,1,1076.14,1090.90
2014-03-04,1051,1079,1,4,0,0,1064.29,1087.20
2014-03-05,1079,1101,2,5,0,0,1056.57,1084.47
2014-03-08,1101,1060,5,8,1,0,1058.00,1082.13
2014-03-09,1060,1055,6,9,1,0,1066.14,1081.00
2014-03-10,1055,1043,0,10,0,1,1065.43,1078.77
2014-03-11,1043,1070,1,11,0,0,1063.14,1076.60
2014-03-12,1070,1093,2,12,0,0,1060.71,1075.53
2014-03-15,1093,1123,5,15,1,0,1065.57,1074.87
2014-03-16,1123,1129,6,16,1,0,1071.57,1073.67
2014-03-17,1129,1105,0,17,0,1,1077.86,1073.10
2014-03-18,1105,1083,1,18,0,0,1081.86,1073.53
2014-03-19,1083,1111,2,19,0,0,1088.29,1073.73
2014-03-25,1111,1129,1,25,0,0,1092.29,1073.40
2014-03-26,1129,1095,2,26,0,0,1102.00,1074.77
2014-03-29,1095,1090,5,29,1,0,1110.43,1077.63
2014-03-30,1090,1094,6,30,1,0,1110.71,1079.17
2014-03-31,1094,1086,0,31,0,1,1106.00,1080.17
2014-04-05,1086,1058,5,5,1,0,1101.00,1082.63
2014-04-06,1058,1058,6,6,1,0,1098.29,1084.23
2014-04-07,1058,1068,0,7,0,1,1094.71,1083.97
2014-04-08,1068,1050,1,8,0,0,1087.14,1082.53
2014-04-09,1050,1040,2,9,0,0,1078.43,1081.67
2014-04-12,1040,1027,5,12,1,0,1072.00,1080.00
2014-04-13,1027,1023,6,13,1,0,1064.86,1077.37
2014-04-14,1023,1040,0,14,0,1,1055.29,1074.77
2014-04-15,1040,1039,1,15,0,0,1046.29,1073.23
2014-04-16,1039,1015,2,16,0,0,1043.71,1073.10
2014-04-19,1015,1030,5,19,1,0,1041.00,1072.23
2014-04-20,1030,1030,6,20,1,0,1033.43,1070.37
2014-04-21,1030,1033,0,21,0,1,1030.57,1069.37
2014-04-22,1033,1019,1,22,0,0,1029.14,1069.17
2014-04-23,1019,1033,2,23,0,0,1030.00,1068.57
2014-04-26,1033,1030,5,26,1,0,1029.43,1066.57
2014-04-27,1030,1009,6,27,1,0,1028.43,1064.30
2014-04-28,1009,1014,0,28,0,1,1027.14,1063.30
2014-04-29,1014,1002,1,29,0,0,1026.29,1061.77
2014-04-30,1002,1008,2,30,0,0,1024.00,1060.80
2014-05-03,1008,989,5,3,1,0,1020.00,1058.53
2014-05-04,989,981,6,4,1,0,1016.43,1055.70
2014-05-05,981,959,0,5,0,1,1012.14,1051.23
2014-05-06,959,960,1,6,0,0,1004.71,1046.30
2014-05-07,960,973,2,7,0,0,994.57,1041.43
2014-05-10,973,1005,5,10,1,0,987.57,1037.33
2014-05-11,1005,986,6,11,1,0,981.71,1032.73
2014-05-12,986,1000,0,12,0,1,982.14,1028.60
2014-05-14,1000,969,2,14,0,0,979.00,1024.97
2014-05-17,969,975,5,17,1,0,980.57,1021.97
2014-05-18,975,966,6,18,1,0,978.86,1017.80
2014-05-19,966,955,0,19,0,1,981.14,1014.10
2014-05-20,955,953,1,20,0,0,982.00,1011.03
2014-05-21,953,950,2,21,0,0,979.43,1007.60
2014-05-24,950,937,5,24,1,0,972.00,1003.77
2014-05-25,937,930,6,25,1,0,966.86,1000.43
2014-05-26,930,925,0,26,0,1,957.86,997.00
2014-05-28,925,929,2,28,0,0,952.29,993.77
2014-05-31,929,913,5,31,1,0,945.14,990.50
2014-06-01,913,909,6,1,1,0,939.86,986.80
2014-06-02,909,920,0,2,0,1,933.86,982.60
2014-06-03,920,920,1,3,0,0,927.57,979.07
2014-06-07,920,945,5,7,1,0,923.29,975.40
2014-06-08,945,943,6,8,1,0,920.86,971.73
2014-06-09,943,919,0,9,0,1,923.00,968.80
2014-06-10,919,920,1,10,0,0,925.57,966.27
2014-06-11,920,914,2,11,0,0,924.14,962.47
2014-06-14,914,884,5,14,1,0,925.14,958.80
2014-06-15,884,895,6,15,1,0,925.86,955.63
2014-06-16,895,900,0,16,0,1,920.71,951.30
2014-06-17,900,921,1,17,0,0,917.14,947.73
2014-06-18,921,928,2,18,0,0,910.71,944.13
2014-06-21,928,930,5,21,1,0,907.57,941.87
2014-06-22,930,929,6,22,1,0,908.86,940.10
2014-06-23,929,931,0,23,0,1,910.29,939.13
2014-06-24,931,931,1,24,0,0,912.43,938.10
2014-06-25,931,929,2,25,0,0,919.14,936.70
2014-06-28,929,913,5,28,1,0,924.29,934.23
2014-06-29,913,896,6,29,1,0,928.43,932.33
2014-06-30,896,905,0,30,0,1,927.29,929.43
2014-07-01,905,921,1,1,0,0,922.71,927.00
2014-07-02,921,945,2,2,0,0,919.14,924.67
2014-07-05,945,949,5,5,1,0,918.00,923.17
2014-07-06,949,927,6,6,1,0,920.00,922.83
2014-07-07,927,945,0,7,0,1,922.57,922.70
2014-07-08,945,931,1,8,0,0,922.29,921.93
2014-07-09,931,927,2,9,0,0,926.86,922.20
2014-07-12,927,928,5,12,1,0,931.86,922.23
2014-07-13,928,920,6,13,1,0,935.00,922.30
2014-07-14,920,932,0,14,0,1,936.00,922.27
2014-07-15,932,962,1,15,0,0,932.43,922.50
2014-07-16,962,967,2,16,0,0,930.00,923.27
2014-07-20,967,890,6,20,1,0,935.00,924.67
2014-07-26,890,880,5,26,1,0,938.14,926.23
2014-07-27,880,870,6,27,1,0,932.29,924.40
2014-07-28,870,861,0,28,0,1,925.57,922.30
2014-08-02,861,853,5,2,1,0,917.29,920.67
2014-08-03,853,850,6,3,1,0,908.86,918.70
2014-08-04,850,841,0,4,0,1,897.57,916.67
2014-08-05,841,839,1,5,0,0,881.57,915.53
2014-08-06,839,830,2,6,0,0,863.57,913.73
2014-08-09,830,816,5,9,1,0,856.29,911.70
2014-08-10,816,819,6,10,1,0,849.14,908.67
2014-08-11,819,811,0,11,0,1,841.43,904.93
2014-08-12,811,809,1,12,0,0,835.43,901.23
2014-08-13,809,806,2,13,0,0,829.43,897.30
2014-08-16,806,806,5,16,1,0,823.57,893.23
2014-08-17,806,807,6,17,1,0,818.57,889.07
2014-08-18,807,804,0,18,0,1,813.86,884.97
2014-08-19,804,809,1,19,0,0,810.57,881.43
2014-08-20,809,807,2,20,0,0,808.86,878.37
2014-08-23,807,805,5,23,1,0,807.43,875.17
2014-08-24,805,805,6,24,1,0,806.86,871.37
2014-08-25,805,805,0,25,0,1,806.29,866.70
2014-08-26,805,802,1,26,0,0,806.14,861.90
2014-08-27,802,792,2,27,0,0,806.00,857.83
2014-08-30,792,776,5,30,1,0,805.29,853.07
2014-08-31,776,775,6,31,1,0,803.57,848.43
2014-09-01,775,792,0,1,0,1,798.86,843.40
2014-09-02,792,793,1,2,0,0,794.29,838.30
2014-09-03,793,796,2,3,0,0,792.43,834.03
2014-09-06,796,800,5,6,1,0,790.71,829.40
2014-09-07,800,826,6,7,1,0,789.43,823.87
2014-09-08,826,840,0,8,0,1,789.14,818.30
2014-09-09,840,820,1,9,0,0,794.00,816.17
2014-09-10,820,808,2,10,0,0,803.14,814.83
2014-09-13,808,800,5,13,1,0,809.57,813.17
2014-09-14,800,804,6,14,1,0,811.86,811.40
2014-09-15,804,800,0,15,0,1,812.86,809.63
2014-09-16,800,801,1,16,0,0,814.00,808.10
2014-09-17,801,805,2,17,0,0,814.00,806.73
2014-09-20,805,805,5,20,1,0,810.43,805.47
2014-09-21,805,827,6,21,1,0,805.43,804.63
2014-09-22,827,819,0,22,0,1,803.29,804.27
2014-09-23,819,826,1,23,0,0,806.00,804.53
2014-09-24,826,816,2,24,0,0,808.71,804.80
2014-09-27,816,804,5,27,1,0,811.86,805.37
2014-09-28,804,801,6,28,1,0,814.14,805.70
2014-09-29,801,802,0,29,0,1,814.57,805.63
2014-09-30,802,802,1,30,0,0,814.00,805.43
2014-10-01,802,800,2,1,0,0,813.57,805.37
2014-10-04,800,801,5,4,1,0,810.00,805.13
2014-10-06,801,799,0,6,0,1,807.29,804.90
2014-10-07,799,788,1,7,0,0,803.71,804.77
2014-10-08,788,787,2,8,0,0,801.29,804.57
2014-10-11,787,787,5,11,1,0,799.00,804.00
2014-10-12,787,800,6,12,1,0,797.00,803.50
2014-10-14,800,805,1,14,0,0,794.86,803.33
2014-10-15,805,823,2,15,0,0,794.57,804.13
2014-10-21,823,855,1,21,0,0,795.29,805.13
2014-10-22,855,884,2,22,0,0,798.43,806.17
2014-10-25,884,866,5,25,1,0,806.43,808.23
2014-10-26,866,855,6,26,1,0,820.14,811.17
2014-10-27,855,850,0,27,0,1,831.43,813.37
2014-10-28,850,879,1,28,0,0,841.14,814.33
2014-10-29,879,911,2,29,0,0,848.29,814.67
2014-11-01,911,946,5,1,1,0,858.86,816.63
2014-11-02,946,983,6,2,1,0,871.43,820.07
2014-11-05,983,995,2,5,0,0,884.43,824.93
2014-11-08,995,968,5,8,1,0,898.57,830.90
2014-11-09,968,965,6,9,1,0,917.00,837.40
2014-11-10,965,986,0,10,0,1,933.14,842.97
2014-11-11,986,984,1,11,0,0,949.57,848.30
2014-11-12,984,950,2,12,0,0,964.86,854.33
2014-11-15,950,950,5,15,1,0,975.29,859.57
2014-11-16,950,960,6,16,1,0,975.86,863.93
2014-11-17,960,950,0,17,0,1,971.14,868.07
2014-11-18,950,948,1,18,0,0,966.14,872.87
2014-11-19,948,940,2,19,0,0,963.57,877.73
2014-11-22,940,956,5,22,1,0,961.14,882.63
2014-11-23,956,970,6,23,1,0,954.57,887.23
2014-11-24,970,929,0,24,0,1,950.57,892.37
2014-11-25,929,892,1,25,0,0,953.43,898.03
2014-11-26,892,892,2,26,0,0,950.43,902.30
2014-11-29,892,855,5,29,1,0,940.71,905.40
2014-11-30,855,856,6,30,1,0,932.43,908.87
2014-12-01,856,856,0,1,0,1,919.14,911.13
2014-12-02,856,844,1,2,0,0,907.14,913.43
2014-12-03,844,820,2,3,0,0,892.86,915.30
2014-12-06,820,813,5,6,1,0,874.86,916.60
2014-12-07,813,829,6,7,1,0,859.29,916.50
2014-12-08,829,830,0,8,0,1,848.00,915.10
2014-12-09,830,814,1,9,0,0,839.00,913.27
2014-12-10,814,810,2,10,0,0,835.43,912.07
2014-12-14,810,784,6,14,1,0,829.43,910.70
2014-12-15,784,800,0,15,0,1,822.86,909.37
2014-12-16,800,817,1,16,0,0,814.29,906.20
2014-12-17,817,809,2,17,0,0,811.43,902.50
2014-12-20,809,826,5,20,1,0,812.00,898.20
2014-12-22,826,838,0,22,0,1,809.14,892.40
2014-12-24,838,817,2,24,0,0,808.57,886.77
2014-12-27,817,820,5,27,1,0,812.00,882.43
2014-12-28,820,802,6,28,1,0,813.00,877.50
2014-12-29,802,800,0,29,0,1,818.14,871.97
2014-12-30,800,790,1,30,0,0,818.43,865.90
2014-12-31,790,799,2,31,0,0,816.00,860.90
2015-01-03,799,798,5,3,1,0,813.29,855.57
2015-01-04,798,780,6,4,1,0,809.43,850.20
2015-01-05,780,783,0,5,0,1,803.71,845.13
2015-01-06,783,803,1,6,0,0,798.43,839.53
2015-01-07,803,790,2,7,0,0,793.14,834.30
2015-01-10,790,759,5,10,1,0,793.29,829.20
2015-01-11,759,770,6,11,1,0,791.86,823.20
2015-01-12,770,770,0,12,0,1,787.43,817.53
2015-01-13,770,749,1,13,0,0,783.29,813.47
2015-01-14,749,759,2,14,0,0,779.29,809.40
2015-01-17,759,745,5,17,1,0,774.86,805.87
2015-01-18,745,727,6,18,1,0,771.43,802.63
2015-01-19,727,708,0,19,0,1,763.14,798.93
2015-01-20,708,700,1,20,0,0,754.14,795.03
2015-01-21,700,706,2,21,0,0,746.86,791.30
2015-01-24,706,716,5,24,1,0,736.86,787.53
2015-01-25,716,720,6,25,1,0,727.71,783.43
2015-01-26,720,725,0,26,0,1,723.00,779.63
2015-01-27,725,743,1,27,0,0,717.43,776.50
2015-01-28,743,770,2,28,0,0,714.57,773.67
2015-01-31,770,784,5,31,1,0,716.86,772.30
2015-02-01,784,780,6,1,1,0,725.71,771.30
2015-02-02,780,775,0,2,0,1,737.71,770.20
2015-02-03,775,790,1,3,0,0,748.29,769.23
2015-02-04,790,784,2,4,0,0,756.71,767.53
2015-02-07,784,765,5,7,1,0,766.71,765.93
2015-02-08,765,759,6,8,1,0,775.14,764.83
2015-02-09,759,740,0,9,0,1,778.29,763.00
2015-02-10,740,744,1,10,0,0,776.71,761.57
2015-02-14,744,737,5,14,1,0,770.43,759.57
2015-02-15,737,734,6,15,1,0,765.29,758.03
2015-02-16,734,730,0,16,0,1,759.86,755.97
2015-02-17,730,724,1,17,0,0,751.86,753.83
2015-02-18,724,747,2,18,0,0,744.14,752.17
2015-02-21,747,757,5,21,1,0,738.29,750.20
2015-02-22,757,740,6,22,1,0,736.57,748.33
2015-02-23,740,740,0,23,0,1,739.00,747.23
2015-02-24,740,735,1,24,0,0,738.43,746.60
2015-02-25,735,731,2,25,0,0,738.86,745.60
2015-02-28,731,740,5,28,1,0,739.00,744.43
2015-03-01,740,756,6,1,1,0,739.14,743.83
2015-03-02,756,780,0,2,0,1,741.43,743.20
2015-03-03,780,780,1,3,0,0,742.71,743.57
2015-03-04,780,771,2,4,0,0,746.00,745.33
2015-03-07,771,764,5,7,1,0,751.71,747.73
2015-03-08,764,774,6,8,1,0,756.14,750.10
2015-03-09,774,760,0,9,0,1,760.29,752.03
2015-03-10,760,745,1,10,0,0,766.43,753.97
2015-03-11,745,768,2,11,0,0,769.29,755.30
2015-03-14,768,798,5,14,1,0,767.71,755.97
2015-03-15,798,829,6,15,1,0,766.00,756.80
2015-03-16,829,830,0,16,0,1,768.57,757.73
2015-03-17,830,841,1,17,0,0,776.86,759.23
2015-03-18,841,872,2,18,0,0,786.29,760.90
2015-03-25,872,892,2,25,0,0,795.86,763.10
2015-03-28,892,920,5,28,1,0,811.86,765.83
2015-03-29,920,940,6,29,1,0,832.86,769.43
2015-03-30,940,934,0,30,0,1,854.57,774.60
2015-03-31,934,953,1,31,0,0,874.86,780.63
2015-04-04,953,991,5,4,1,0,889.86,787.10
2015-04-05,991,1030,6,5,1,0,907.43,794.07
2015-04-06,1030,1046,0,6,0,1,928.86,802.53
2015-04-07,1046,1056,1,7,0,0,951.43,812.40
2015-04-08,1056,1075,2,8,0,0,973.43,822.93
2015-04-11,1075,1030,5,11,1,0,992.86,834.00
2015-04-12,1030,1019,6,12,1,0,1012.14,844.93
2015-04-13,1019,1014,0,13,0,1,1025.86,854.03
2015-04-14,1014,995,1,14,0,0,1035.29,863.33
2015-04-15,995,967,2,15,0,0,1038.57,872.47
2015-04-18,967,972,5,18,1,0,1033.57,881.13
2015-04-19,972,958,6,19,1,0,1022.29,889.00
2015-04-20,958,947,0,20,0,1,1010.29,896.73
2015-04-21,947,946,1,21,0,0,993.57,903.47
2015-04-22,946,959,2,22,0,0,981.71,909.03
2015-04-25,959,930,5,25,1,0,971.29,914.57
2015-04-26,930,908,6,26,1,0,963.43,920.83
2015-04-27,908,912,0,27,0,1,954.14,926.37
